Date,rzsm_gldas_mean_mm,ssm_gldas_mean_mm,et_gldas_mean_mmtws_gldas_mean_mm,ppt_era5_mean_mm,runoff_era5_mean_mm,tmax_era5_degC,tmin_era5_degC,et_gldas_sum_mm,tws_gldas_sum_mm,ppt_era5_sum_mm,runoff_era5_sum_mm
2002-01-01,,,,0.0373449187312743,0.0065767665496998,17.660750642488427,4.641199469622335,,,346.6203047948726,61.04286482521127
2002-01-02,,,,0.0153761128197505,0.0089149155818232,17.98206757252877,4.540362344195652,,,142.7148081508337,82.74461054334454
2002-01-03,,,,0.0061322376180403,0.0079529297715961,18.004279333783998,4.620612053140968,,,56.91692857962216,73.81585059212698
2002-01-04,,,,0.0154237925110907,0.008535806926556,18.24151771439974,4.780719880804095,,,143.15735160001822,79.22587862201765
2002-01-05,,,,0.0092899511614841,0.0078455490955566,18.390355479066965,5.132045307447115,,,86.22553783806877,72.81918695159995
2002-01-06,,,,0.0388505912790358,0.0081632450982468,18.693558279458745,5.730119465215267,,,360.59534330497934,75.76791167843574
2002-01-07,,,,0.0679164576945212,0.0072604836922386,18.705394319974808,5.967574900323699,,,630.3728610593685,67.38884849291227
2002-01-08,,,,0.100007928803975,0.00703081841192,18.536546231328565,5.789063110881511,,,928.2328076110624,65.25718902840332
2002-01-09,,,,0.0369723704140658,0.0079313952432247,18.900599453571203,5.685222762440633,,,343.1624632558172,73.61597588249283
2002-01-10,,,,0.0419657053570623,0.0102583817958206,19.09612121436137,5.490353781577783,,,389.5085616993221,95.21411601819244
2002-01-11,,,,0.0808097443572347,0.0154023135504296,19.472852767503618,5.8001076098204445,,,750.0430894241928,142.9579926472084
2002-01-12,,,,0.0265749179052599,0.0139681235388353,20.204152553211344,6.549553558598405,,,246.657549598732,129.646425884144
2002-01-13,,,,0.2112403447115549,0.019366096706958,20.72067641122136,7.37809599527812,,,1960.6467266877496,179.7482113043468
2002-01-14,,,,0.8013264364437261,0.0190817539741877,20.85677922008113,8.134753166100822,,,7437.585167582857,177.10905802600516
2002-01-15,,,,8.374136499807854,0.1324824728475288,20.4910120223474,9.134099665232544,,,77725.31965711457,1229.6482809034048
2002-01-16,,,,2.3595963634191857,0.0713532343178986,19.201852842787503,8.780096662838927,,,21900.811100073355,662.2716200117973
2002-01-17,,,,1.5114156508510457,0.0329739674833065,18.52608332190416,8.330340554462797,,,14028.343650698658,306.0509179737053
2002-01-18,,,,3.310618116231913,0.0541417107710565,17.81660436837014,8.876299907430411,,,30727.80714198582,502.5212780517692
2002-01-19,,,,1.3421455863194005,0.029915430668883,17.78913566430329,7.852815985344789,,,12457.24794735009,277.66282666547613
2002-01-20,,,,2.2188387871970754,0.0313386527346501,16.727794342735372,7.054600970898576,,,20594.35668459121,290.8725934285742
2002-01-21,,,,0.3587640893486591,0.0145139433066705,17.206876531351842,6.367998975775821,,,3329.901957862518,134.71250236034388
2002-01-22,,,,0.6832980463760878,0.0125338385410787,17.148000957022493,5.910191130037544,,,6342.09378804393,116.33397749826015
2002-01-23,,,,0.4003658938739521,0.0107471187017005,17.022143943930654,5.050436047640137,,,3716.032940455815,99.75037265057664
2002-01-24,,,,0.2337458730715318,0.0171259742002388,16.82098784871436,4.986665515198731,,,2169.5338621997635,158.9563078155704
2002-01-25,,,,0.3934423871397464,0.0315483794675554,17.617389127914866,4.768348965926671,,,3651.771774653624,292.81919142779185
2002-01-26,,,,0.8936744147297414,0.0313176258159315,18.24113242499585,5.787196798474908,,,8294.721438544468,290.6774301447121
2002-01-27,,,,4.854785545689286,0.090975376726983,16.87148585316407,6.28731861677431,,,45060.13944412028,844.3963430967988
2002-01-28,,,,3.3569606507474585,0.0899752739179725,15.080988110428894,4.974733231139773,,,31157.939646874453,835.1137967086304
2002-01-29,,,,0.5667351680773575,0.0305031235693878,15.188901470861705,4.03550620883043,,,5260.204691045088,283.11755248144567
2002-01-30,,,,0.1713663235215262,0.02159803572169,15.661774516707489,3.692155473297792,,,1590.5523243478012,200.46415895807985
2002-01-31,,,,0.1449588059962467,0.0285704392429312,16.641749655732397,3.9407589967115335,,,1345.4485168029514,265.17916479531453
2002-02-01,,,,0.0457849509595875,0.0192544814751469,18.193761257412536,4.545200415258315,,,424.9572417288531,178.71224424418278
2002-02-02,,,,0.1183549252282675,0.0233496220136146,19.168558559551123,5.1588770247994,,,1098.5221457247642,216.72166854727504
2002-02-03,,,,0.1552669460322781,0.0210723334935526,18.78847763181496,5.470335437761284,,,1441.1244685132228,195.5848052805544
2002-02-04,,,,0.0963960263431669,0.0145342683590555,18.65225106305278,4.783501863187738,,,894.708602059472,134.90115120714788
2002-02-05,,,,0.7694939266078785,0.02387872797238,19.593570116734394,6.37785202009588,,,7142.128793957199,221.6326142643012
2002-02-06,,,,1.3703482916190783,0.0416003357922657,20.60290832787054,8.11300136073522,,,12719.013955661892,386.1173504123498
2002-02-07,,,,5.454676970697052,0.1195383913252551,20.185022116421266,9.271976646127396,,,50628.08698944157,1109.5065953684775
2002-02-08,,,,5.554854229015969,0.2235164887658808,18.85572415561034,8.991992313697644,,,51557.891444550434,2074.5888890588985
2002-02-09,,,,0.8971191701310969,0.030529935858088,18.96938843131291,7.46159082165989,,,8326.694253259999,283.3664132099525
2002-02-10,,,,5.183503397962923,0.1573336551541213,19.392736844932323,7.236160287975599,,,48111.16448360403,1460.30681968904
2002-02-11,,,,14.5018151124389,0.7730304460079767,18.145343199853496,8.427612212880891,,,134599.93340788645,7174.953324683742
2002-02-12,,,,0.8772078161411555,0.0438514115974132,18.04633693378948,6.64689700485386,,,8141.885186234442,407.0109179499102
2002-02-13,,,,0.0057309602544527,0.0169992057951635,18.31400204979701,5.910879723234527,,,53.19243574902082,157.77969518128558
2002-02-14,,,,0.0215356620792794,0.0195482014109706,18.896565995389736,5.879901960087756,,,199.8852322478868,181.4384328968385
2002-02-15,,,,0.0463807118066371,0.0209578063412188,19.80202489593476,5.952407169814002,,,430.486850934194,194.52181096170463
2002-02-16,,,,0.0833423775828341,0.0245497528085461,21.231629720810897,7.121674159652578,,,773.5499581071268,227.8607931207208
2002-02-17,,,,0.2950282972152818,0.0217397365785555,22.2714955726338,8.448866861250202,,,2738.332329485929,201.77936851978296
2002-02-18,,,,0.3857614519598099,0.0256184809792395,22.756291386688467,9.139886556056226,,,3580.4804669301543,237.78029212764667
2002-02-19,,,,0.1424757260186501,0.017562122773164,23.05382602831492,9.366666631331016,,,1322.4015811580275,163.00446098926022
2002-02-20,,,,0.3014644148447488,0.0266155908741906,23.12375838966742,9.37974465898182,,,2798.069748396236,247.03505950815529
2002-02-21,,,,0.2122769060989025,0.0303424088714853,23.41232428060694,9.185986110107669,,,1970.2676667306616,281.62586420190104
2002-02-22,,,,0.8947451914236553,0.0427520908971528,24.82254221972076,9.948464960045888,,,8304.65995110845,396.80747156049705
2002-02-23,,,,1.26303368872372,0.064419664082521,24.728882063994767,10.710392869566729,,,11722.963579111496,597.9170488960601
2002-02-24,,,,1.2830085223622782,0.0420874991053889,24.558788361630192,10.842297857870047,,,11908.361838345776,390.6390015985453
2002-02-25,,,,2.2377151378238764,0.0619056985285475,21.795582185735324,9.796913216915655,,,20769.55927251912,574.5834459276762
2002-02-26,,,,0.1055486836557344,0.016677466370619,21.84662564159124,9.03932046977261,,,979.6598343862512,154.7934410618801
2002-02-27,,,,0.2539611159466618,0.0325735806684973,22.928163556682964,9.273699882773707,,,2357.163501918645,302.3346908536611
2002-02-28,,,,0.3800384130035064,0.0434425834170686,23.41106170562196,9.49714082769915,,,3527.361553439908,403.2163415177195
2002-03-01,,,,2.672011864584968,0.1326623243169591,24.634442007639205,10.973952401256298,,,24800.524365376023,1231.3175888914686
2002-03-02,,,,6.743294779296961,0.368144620040551,24.29341454349681,11.58818388694503,,,62588.51193493613,3416.968217959592
2002-03-03,,,,0.9611330365058728,0.0561350664997875,21.63289840244612,9.81020647203201,,,8920.844853334578,521.022792949396
2002-03-04,,,,0.1685047736206326,0.0370622522017515,22.05697107336797,8.937727735694452,,,1563.9925852311956,343.99670935144604
2002-03-05,,,,0.2947692937994077,0.0488528671179572,23.02952873495593,8.913416093823658,,,2735.928365412552,453.4323882822899
2002-03-06,,,,0.291443832858628,0.0348679986620367,23.363697592896376,8.941517514727197,,,2705.062793226657,323.6305429070604
2002-03-07,,,,0.1996316075320717,0.0326270371832863,23.71456456861134,9.276127720907851,,,1852.8991627315768,302.8308524220597
2002-03-08,,,,0.4511241507300735,0.0373986361983041,24.70774212655673,11.020084026379942,,,4187.150379187615,347.1188884155423
2002-03-09,,,,0.4068937113501815,0.0340485629304226,26.09316097732608,12.079375674810224,,,3776.621479944616,316.0248746474582
2002-03-10,,,,0.3861092992602403,0.0472423141040065,27.015951644924264,12.826811405737931,,,3583.709043705615,438.4838920597936
2002-03-11,,,,0.072848460978362,0.0413737965275149,26.31026649266496,12.847270713501938,,,676.1497040562866,384.0147053494173
2002-03-12,,,,0.0970436998302186,0.048161154060168,25.932580503861253,12.866682270860826,,,900.7200432170994,447.0121897903142
2002-03-13,,,,0.3042054868545831,0.0658670942566472,26.45377259508654,13.53004604980074,,,2823.5112608641098,611.3515054478363
2002-03-14,,,,0.3079005636890094,0.0734070034305501,26.221817201096403,13.408855316587507,,,2857.807457029526,681.3338672997905
2002-03-15,,,,0.282856833307431,0.0478507128326037,25.63396000422242,12.586947870573413,,,2625.361765541284,444.1308009273864
2002-03-16,,,,0.0562104454832391,0.0372135754773226,26.8738056765595,12.029048175375172,,,521.722429930993,345.40123027913705
2002-03-17,,,,0.1395975600587148,0.0411089408257785,27.725672535293608,12.230165752542582,,,1295.6876185581432,381.5564227454803
2002-03-18,,,,0.1004875753990074,0.0489662264133161,28.49067356079001,12.908099859633856,,,932.684691685581,454.48454302899984
2002-03-19,,,,0.0497182908023996,0.0575622158911118,29.196520913088733,13.79239372874346,,,461.4648979641736,534.2690115465837
2002-03-20,,,,0.1632378808626648,0.0717821997472391,29.58223142656779,14.659980881507025,,,1515.1074347178044,666.2531021763298
2002-03-21,,,,0.8143902793836445,0.1086267644917381,29.41512478187116,15.14238254538063,,,7558.83842975249,1008.229325331893
2002-03-22,,,,0.5805928481414502,0.1098384255692137,29.2307711310807,14.58114160037672,,,5388.826025640284,1019.4754692853666
2002-03-23,,,,0.6279515663360838,0.1078670087415747,29.853909921664943,14.621146497891202,,,5828.390332994668,1001.1775823200448
