Date,tws_gldas_mean_mm,rzsm_gldas_mean_mm,ssm_gldas_mean_mm,et_gldas_mean_mm,ppt_era5_mean_mm,runoff_era5_mean_mm,tmax_era5_degC,tmin_era5_degC,tws_gldas_sum_mm,et_gldas_sum_mm,ppt_era5_sum_mm,runoff_era5_sum_mm
2015-03-01,843.9735059769528,225.28290875840327,5.121503436229021,1.357626022692025,20.745311611948,0.7583210160575101,18.921249078304367,12.944632313847071,7827086.417530796,12590.746186989054,192549.5215491301,7038.42639502357
