Date,rzsm_gldas_mean_mm,ssm_gldas_mean_mm,et_gldas_mean_mm,ppt_era5_mean_mm,runoff_era5_mean_mm,tmax_era5_degC,tmin_era5_degC,et_gldas_sum_mm,ppt_era5_sum_mm,runoff_era5_sum_mm
2024-02-27,177.32315288399485,17.200093440810974,12.168170493730461,2.1322262200809563,0.0320717416690548,21.55563377228256,9.598722653465945,112814.78295768099,19790.45416096049,297.67682593242773
