Date,rzsm_gldas_mean_mm,ssm_gldas_mean_mm,et_gldas_mean_mmtws_gldas_mean_mm,ppt_era5_mean_mm,runoff_era5_mean_mm,tmax_era5_degC,tmin_era5_degC,et_gldas_sum_mm,tws_gldas_sum_mm,ppt_era5_sum_mm,runoff_era5_sum_mm
2017-07-12,249.7302145384476,5.4135184014068125,,12.150540687544089,1.9278497059707105,26.416546330064232,21.728392944763733,0.229112218726511,7927280.711333573,112776.3631471508,17893.514710547886
