Date,rzsm_gldas_mean_mm,ssm_gldas_mean_mm,et_gldas_mean_mmtws_gldas_mean_mm,ppt_era5_mean_mm,runoff_era5_mean_mm,tmax_era5_degC,tmin_era5_degC,et_gldas_sum_mm,tws_gldas_sum_mm,ppt_era5_sum_mm,runoff_era5_sum_mm
2014-02-16,242.447855214289,5.039937251647108,,4.71101602163489,0.1983824280099523,15.331309763668411,5.678922258398356,0.1407146779129386,8594377.252196187,43725.72935726111,1841.304787876561
