Date,rzsm_gldas_mean_mm,ssm_gldas_mean_mm,et_gldas_mean_mmtws_gldas_mean_mm,ppt_era5_mean_mm,runoff_era5_mean_mm,tmax_era5_degC,tmin_era5_degC,et_gldas_sum_mm,tws_gldas_sum_mm,ppt_era5_sum_mm,runoff_era5_sum_mm
2011-05-08,206.405995758474,2.8904161301269284,,0.9411045855753608,0.3296850344130663,32.44375962637821,19.77825544086613,0.1261850403545026,7229921.280241127,8734.948940263828,3060.0020296433386
