Date,rzsm_gldas_mean_mm,ssm_gldas_mean_mm,et_gldas_mean_mmtws_gldas_mean_mm,ppt_era5_mean_mm,runoff_era5_mean_mm,tmax_era5_degC,tmin_era5_degC,et_gldas_sum_mm,tws_gldas_sum_mm,ppt_era5_sum_mm,runoff_era5_sum_mm
2006-03-03,221.3256353302976,3.952081677793189,,0.2359754673269787,0.0143741250859937,25.92859961565281,11.152250357034818,0.1828199973716093,8063758.120520618,2190.228046754105,133.41476665992363
