Date,rzsm_gldas_mean_mm,ssm_gldas_mean_mm,et_gldas_mean_mmtws_gldas_mean_mm,ppt_era5_mean_mm,runoff_era5_mean_mm,tmax_era5_degC,tmin_era5_degC,et_gldas_sum_mm,tws_gldas_sum_mm,ppt_era5_sum_mm,runoff_era5_sum_mm
2005-03-28,225.3421135241936,3.912736385123696,,0.4492071090645166,0.0845990164268496,28.61874675307234,15.221822353290024,0.2313969603341349,8232376.09683167,4169.357180300203,785.2135673457501
