Date,rzsm_gldas_mean_mm,ssm_gldas_mean_mm,et_gldas_mean_mmtws_gldas_mean_mm,ppt_era5_mean_mm,runoff_era5_mean_mm,tmax_era5_degC,tmin_era5_degC,et_gldas_sum_mm,tws_gldas_sum_mm,ppt_era5_sum_mm,runoff_era5_sum_mm
2021-05-29,225.3865812594805,4.13935983223337,,5.279288716436632,1.2219425460557165,29.83403196514065,21.219025831976243,0.1843955346626586,7267841.850201537,49000.204744292205,11341.572351607623
