Date,rzsm_gldas_mean_mm,ssm_gldas_mean_mm,et_gldas_mean_mmtws_gldas_mean_mm,ppt_era5_mean_mm,runoff_era5_mean_mm,tmax_era5_degC,tmin_era5_degC,et_gldas_sum_mm,tws_gldas_sum_mm,ppt_era5_sum_mm,runoff_era5_sum_mm
2012-04-08,210.12659594618097,3.5156845565165256,,1.5683527907614032,0.2621576933942906,30.81087354440221,16.956153614753923,0.1675877787735842,7633722.600751325,14556.81096192483,2433.2407908696746
