Date,rzsm_gldas_mean_mm,ssm_gldas_mean_mm,et_gldas_mean_mmtws_gldas_mean_mm,ppt_era5_mean_mm,runoff_era5_mean_mm,tmax_era5_degC,tmin_era5_degC,et_gldas_sum_mm,tws_gldas_sum_mm,ppt_era5_sum_mm,runoff_era5_sum_mm
2018-04-04,208.74458973262423,3.236631436595544,,1.2362382699647871,0.1261413573779348,31.377356838461484,17.679355349433187,0.1334039376119787,7366161.169866465,11474.25943051873,1170.7926332950597
