Date,rzsm_gldas_mean_mm,ssm_gldas_mean_mm,et_gldas_mean_mmtws_gldas_mean_mm,ppt_era5_mean_mm,runoff_era5_mean_mm,tmax_era5_degC,tmin_era5_degC,et_gldas_sum_mm,tws_gldas_sum_mm,ppt_era5_sum_mm,runoff_era5_sum_mm
2005-11-12,257.46611946369376,5.099454201818347,,0.0477516706721484,0.0150770165613676,24.992480096764545,11.117362911255512,0.2537486525164916,9407011.9764354,443.2115319877056,139.93871866488004
