well_id,lat,lon,n_months,RMSE,MAE,MBE,R2,NSE
24.1906_79.9661,24.1906,79.9661,64,152.12881031410163,117.70501120310271,86.0140800079194,0.09572265865554273,-7.465759341713191
24.1914_75.6400,24.1914,75.64,65,154.24154127534135,121.76885097399735,-20.92939717335577,0.3995928998190556,-5.172317982726587
24.1925_75.5000,24.1925,75.5,61,160.8790050770291,131.1384079021767,-19.50219228270892,0.28587196041778357,-8.697838013093758
24.1964_75.0083,24.1964,75.0083,64,156.42915208727325,128.11598706543447,-56.27571621735892,0.3483125515171015,-1.8623175350804355
24.2011_78.3631,24.2011,78.3631,64,157.9897357752683,120.92984870815968,88.52716595980087,0.1918530220329727,-14.498222764102367
24.2064_82.7700,24.2064,82.77,58,119.39150386760026,99.44359783112317,-31.082820020489294,0.35320443253176365,-2.323220740728376
24.2075_82.9881,24.2075,82.9881,61,87.72742325286325,67.30929438934952,-9.4366743588578,0.4966799291336364,-0.9154736407859294
24.2097_82.8736,24.2097,82.8736,59,112.70043145257834,92.24125012228046,-30.51494763721854,0.22411683455082235,-2.363580156121247
24.2117_77.1967,24.2117,77.1967,64,104.61653306449982,82.0519383624196,8.488849247992018,0.36455388503965297,-0.505305887546208
24.2194_75.5219,24.2194,75.5219,63,137.5202245730872,112.83931058514379,-21.019110078093984,0.5284440111221529,-2.3036830812266427
24.2308_83.2347,24.2308,83.2347,63,133.7428914026523,104.32082152297257,-24.453714355854768,0.33993787588759833,-10.395558620025179
24.2356_79.8269,24.2356,79.8269,61,158.42651408282168,120.8341314246193,97.02527786572851,0.12409662210078183,-38.49178736847568
24.2375_81.0350,24.2375,81.035,61,150.29881775332638,118.22242515252141,80.77347030498932,0.43490042360287706,0.1654453898839442
24.2486_79.2872,24.2486,79.2872,63,226.94206277628453,176.62182896319305,106.54368227922643,0.02945914019058311,-0.658261543347336
24.2647_80.1653,24.2647,80.1653,62,149.45125106644312,112.49875398832697,86.28994003316556,0.17657812744246715,-16.016030128669783
24.2667_75.0539,24.2667,75.0539,63,153.89535812515956,124.55051622482944,-47.96593918144869,0.34756874368453755,-4.633199593556378
24.2750_81.9019,24.275,81.9019,64,123.94316999241131,94.70889832230743,12.28866557553016,0.18200569516691414,-19.74160126888299
24.2764_78.5494,24.2764,78.5494,63,158.53759125078673,128.31299527603468,75.8847570598732,0.09585863350617882,-23.189924481808156
24.2781_74.9911,24.2781,74.9911,63,162.86561256495003,130.94604159365971,-54.0210684237232,0.24856254338944375,-10.78766439239968
24.2886_81.7875,24.2886,81.7875,63,140.18429608016345,104.20226832319794,74.84880555403741,0.23704657494068795,-3.511792008920853
24.3197_79.1194,24.3197,79.1194,64,151.74385182435984,111.83248671838436,72.73768843819617,0.06493506142554507,-4.098244858814121
24.3297_77.1033,24.3297,77.1033,65,106.80060119904367,82.21250240846778,23.27414581065653,0.4445423767990626,-2.1486363787237743
24.3311_81.3792,24.3311,81.3792,65,120.16214822301043,97.58641290708837,-5.755275526543784,0.33814323953344205,0.14976656610465622
24.3333_75.6547,24.3333,75.6547,65,155.04782901408777,125.79019092412783,-32.59501480197055,0.46586379283148033,-8.882242073518235
24.3417_77.9692,24.3417,77.9692,63,146.7907490245479,115.02705467263729,65.10909132170995,0.08459107094251149,-35.434221159554575
24.3503_80.6158,24.3503,80.6158,64,133.3556112168867,100.49555946398644,67.15693307366091,0.38918898197745055,-8.692454545276775
24.3528_81.0389,24.3528,81.0389,65,125.5792101273702,96.71594608207435,48.912638229570575,0.3256974144325915,-3.6725851866599344
24.3617_80.7811,24.3617,80.7811,64,123.40711946483052,94.59187781956047,58.85048086140306,0.3927137719818758,-3.9778540355086927
24.3656_79.2106,24.3656,79.2106,64,133.47904864593477,104.82533129627575,68.06211689195847,0.1957213949843912,-4.698725215022579
24.3722_75.3572,24.3722,75.3572,59,134.89366650537264,107.98041528143989,-43.54109047996802,0.3794438650919289,-4.568700710459413
24.3833_82.2597,24.3833,82.2597,64,118.06509251487002,99.70723398892883,-49.00869915676343,0.41859477088512786,0.12548560786667262
24.3883_80.9167,24.3883,80.9167,63,120.00377865865465,92.41006385568562,38.12589503840045,0.406664778871247,-3.91810856967329
24.3917_80.5472,24.3917,80.5472,64,134.82314782229864,101.31680491304094,67.95954001766361,0.329969332888548,-7.947790802479979
24.4028_81.8875,24.4028,81.8875,61,102.24547286221181,77.32777058520365,25.38826023536714,0.4913399891051828,-2.3073695674685704
24.4031_78.1094,24.4031,78.1094,65,133.04976693504545,104.11260104431764,62.6314965475334,0.20984682578447808,-8.541582198035492
24.4194_82.0375,24.4194,82.0375,64,94.82857416934498,68.13097413616248,-8.775567564133606,0.4585693202364841,-0.23987223023538706
24.4214_80.0339,24.4214,80.0339,63,148.71633945631788,114.20345917449426,79.3540679515775,0.06136891098721389,-12.22988646607554
24.4250_81.6733,24.425,81.6733,64,123.96708569691536,95.68286917480046,60.685202644116465,0.33748577153189513,-4.5605120737936655
24.4314_75.6847,24.4314,75.6847,64,154.55653912520143,121.8202633937417,-43.74581262987649,0.389905693238218,-7.741967043012659
24.4439_81.1181,24.4439,81.1181,65,131.70325192182563,97.93286779568643,61.914416353583704,0.2946559436948261,-11.440395135832699
24.4467_82.1708,24.4467,82.1708,63,103.33518688144088,74.94755184356895,-0.10850916288865255,0.46776734997903746,0.34679224211644
24.4536_74.8739,24.4536,74.8739,64,158.878238658656,124.0295480029128,-65.89985260790112,0.10535340694539996,-12.644532530748883
24.4619_75.4411,24.4619,75.4411,65,166.5197030165242,126.82392432084495,-75.23024432235444,0.2541151496861389,-4.712140171889296
24.4622_74.9322,24.4622,74.9322,65,158.25382357394474,125.89703897279043,-68.64311165357415,0.17013241856528658,-4.867496679442613
24.4628_80.2514,24.4628,80.2514,59,115.97997580515253,95.86871057221366,44.42573931350348,0.3167509129109235,-0.5681395852917905
24.4717_80.7592,24.4717,80.7592,63,113.7287288192531,87.78798353727392,51.82227309019908,0.5199554169306285,-4.178312413886435
24.4742_75.6881,24.4742,75.6881,62,154.99823037482832,120.29590875119885,-47.015064528631086,0.2540116486951013,-5.693622654783929
24.4775_79.2750,24.4775,79.275,64,142.43127445506406,108.5463776391756,77.34089683140859,0.14660399401087276,-24.146537723552207
24.4800_75.2233,24.48,75.2233,64,180.50530428033196,140.69940416095272,-65.74402214059432,0.18502763174241804,-0.526573739948488
24.4814_79.7231,24.4814,79.7231,57,159.24194024733035,124.98339440668019,87.76071302393572,0.1310562429956543,-1.1436235328016124
24.4867_75.4642,24.4867,75.4642,63,140.59539647876926,111.66100509638234,-55.78487227190207,0.46353450187902445,-2.0761766480786568
24.4986_80.5042,24.4986,80.5042,59,125.2068048424361,99.10714523833907,50.119155282581225,0.3065180051064326,-4.270292870415953
24.5117_75.7494,24.5117,75.7494,56,168.67336223960214,127.21586557866381,-73.0595759458935,0.13993930177219563,-11.608690450603167
24.5219_81.3897,24.5219,81.3897,58,105.50211929814809,81.10733762182937,28.239422814015825,0.42419972053353755,-2.06159554585816
24.5403_80.6544,24.5403,80.6544,61,126.00327457043649,95.9664432773257,67.18413292665,0.3558451404229784,-3.6593425339101
24.5453_80.1733,24.5453,80.1733,64,171.7985541774169,128.4755128415344,99.74496539376409,0.07294005960594196,-1.8008236873977785
24.5469_79.2528,24.5469,79.2528,65,119.58271345302437,92.90557288917631,53.550394546531756,0.3071472404336067,-3.8526530080287227
24.5528_81.7700,24.5528,81.77,63,134.08464945716938,110.32832986510782,13.379891010314244,0.39956155118406755,0.38175973541134045
24.5617_82.2392,24.5617,82.2392,63,193.92073014811672,159.3825524497757,-67.17865414288849,0.3032688273474404,0.20820856856633507
24.5622_79.5328,24.5622,79.5328,63,139.66380043099855,104.24920447218732,68.0530209609406,0.12279859706760064,-3.035042901435814
24.5681_80.8319,24.5681,80.8319,65,143.8018098299529,114.08297988298072,67.50580030760908,0.0954280367909918,-1.7725089163541385
24.5717_80.5778,24.5717,80.5778,64,122.13861502502203,92.66979558041645,59.190379286209755,0.30407035200920085,-6.9643873398793
24.5783_81.4367,24.5783,81.4367,65,105.0240740002119,81.25394668282985,29.224376059602108,0.42450619616264473,-4.824275255127257
24.5881_79.6097,24.5881,79.6097,64,154.737994404633,121.74602794128117,78.88683750674474,0.0010272583970601383,-9.591316280139273
24.5942_74.8622,24.5942,74.8622,59,161.47522405897882,127.00281816708417,-78.60194534356518,0.12137048206576774,-9.030334971471625
24.5992_75.6892,24.5992,75.6892,61,151.2962022910816,111.99090220875661,-54.550177009948484,0.3114699643731932,-3.595617080989734
24.6222_75.0000,24.6222,75.0,64,155.79879216938374,123.67801013463101,-65.88705947862735,0.13659272553364998,-17.515029405766416
24.6236_80.3456,24.6236,80.3456,63,149.58365141662927,112.4374074094038,82.54842008581676,0.1430568744311963,-3.812385688990484
24.6503_79.4981,24.6503,79.4981,63,140.91014182370571,107.25047343586232,81.76307984377048,0.20094518796565092,-3.4359548840310135
24.6750_84.4542,24.675,84.4542,61,186.9818114585691,152.44541305504333,-51.45353465758922,0.2906204315215822,0.2007175591869117
24.6917_83.0667,24.6917,83.0667,55,83.40381179628932,66.27134080316071,-8.352022317172375,0.2630666617865523,-2.4280629097388795
24.6925_79.3689,24.6925,79.3689,64,135.99264240970422,102.08309876856704,70.25490243074793,0.1928894349201067,-3.232682341923792
24.7000_84.9917,24.7,84.9917,60,110.28934114381347,83.67575889265466,-16.85110578410162,0.5991158277062701,0.5890695394812433
24.7017_80.5819,24.7017,80.5819,64,129.40999085914544,102.3682062001821,65.99791733045856,0.2855364067149017,-1.3517814162729236
24.7056_80.1806,24.7056,80.1806,63,89.61901244967532,73.10938830786671,21.129673294961098,0.5164151905908393,-0.04712990336195366
24.7089_81.9925,24.7089,81.9925,64,133.73364297115245,103.45789579978629,41.281660394946414,0.4912736822958337,0.43764021935716524
24.7117_78.1358,24.7117,78.1358,62,129.58497367145685,101.12424628081008,11.488823798386203,0.056284485453520564,-1.0098482033950198
24.7439_78.8381,24.7439,78.8381,64,111.16862602848254,87.6312365996311,41.65407223793903,0.2543722722948556,-3.0718656171851224
24.7472_80.7767,24.7472,80.7767,64,116.72979694574794,88.16544017065941,45.121339970572414,0.3877556643152641,-6.079345785913826
24.7500_79.9589,24.75,79.9589,65,116.9040106653568,89.10337266569084,52.32953941356237,0.31160724715790744,-4.103743775937045
24.7500_81.8861,24.75,81.8861,65,109.98125606363946,93.32681044234727,-28.22905789679759,0.47572203017012904,0.4062310558580492
24.7561_79.0500,24.7561,79.05,64,125.72005382141677,97.23426606029435,47.857478546057905,0.1369042224264327,-2.4044074670331956
24.7578_82.7806,24.7578,82.7806,57,76.87894277489899,60.95901639327117,-19.377096864623635,0.4659059776859042,-1.5477909359784867
24.7625_77.8583,24.7625,77.8583,62,108.29337124633473,88.21879729986343,19.301968854648223,0.18148835419293383,-4.12733417913615
24.7706_77.1675,24.7706,77.1675,63,135.39581410020833,112.32520663759807,-32.91696177088081,0.23635980976079526,0.09175611798507455
24.7769_82.0833,24.7769,82.0833,64,101.04593404574834,77.92625123505098,21.324959820823725,0.42277169990099683,-1.245994457603477
